,종목코드,종목명,BPS,PER,PBR,EPS,DIV,DPS,시가,고가,저가,종가,거래량,거래대금,등락률
504,047040,대우건설,6435.0,8.63,0.93,691.0,0.0,0.0,6090.0,6160.0,5980.0,6020.0,1100196.0,6644919380.0,-2.11
505,009320,대우부품,733.0,0.0,3.3,0.0,0.0,0.0,2750.0,2870.0,2750.0,2840.0,1274892.0,3591219985.0,3.46
506,042660,대우조선해양,36061.0,43.3,0.7,583.0,0.0,0.0,26150.0,27050.0,25500.0,25850.0,546280.0,14329658650.0,-0.96
507,003090,대웅,11787.0,14.15,2.81,2343.0,0.3,100.0,30800.0,31350.0,30450.0,30700.0,67766.0,2090156150.0,-0.65
508,069620,대웅제약,47554.0,133.8,3.36,1196.0,0.38,600.0,139500.0,141000.0,138000.0,138500.0,20931.0,2911297500.0,-1.07
509,007680,대원,22474.0,0.0,0.42,0.0,2.65,250.0,9900.0,10050.0,9850.0,9900.0,20624.0,204543600.0,0.0
510,000430,대원강업,7487.0,0.0,0.49,0.0,2.71,100.0,3915.0,4120.0,3915.0,4010.0,295229.0,1191989505.0,1.39
511,048910,대원미디어,6696.0,55.0,2.79,339.0,0.0,0.0,28500.0,29000.0,27750.0,27850.0,132783.0,3738137100.0,-2.28
512,005710,대원산업,16584.0,7.54,0.41,902.0,1.84,125.0,6980.0,7070.0,6880.0,7030.0,29391.0,205566450.0,0.72
513,006340,대원전선,1159.0,52.03,1.44,32.0,0.0,0.0,1810.0,1835.0,1785.0,1795.0,430812.0,775463565.0,-0.83
514,006345,대원전선우,0.0,0.0,0.0,0.0,0.0,0.0,3180.0,3180.0,3050.0,3100.0,9811.0,30199055.0,-0.96
515,003220,대원제약,10084.0,18.58,1.57,853.0,1.01,160.0,15850.0,16150.0,15850.0,16050.0,87473.0,1400598650.0,1.26
516,024890,대원화성,1843.0,0.0,2.05,0.0,0.26,10.0,4350.0,4500.0,4315.0,4360.0,1495005.0,6538858255.0,-3.54
517,290380,대유,4330.0,21.8,1.65,328.0,0.0,0.0,6320.0,6460.0,6240.0,6410.0,341733.0,2175830690.0,2.56
518,002880,대유에이텍,1045.0,0.0,1.26,0.0,0.0,0.0,1455.0,1525.0,1455.0,1480.0,2070368.0,3100352705.0,1.72
519,290120,대유에이피,4593.0,11.4,1.32,530.0,3.31,200.0,5980.0,6080.0,5910.0,5990.0,13362.0,80238480.0,0.0
520,000300,대유플러스,825.0,0.0,1.57,0.0,0.0,0.0,1550.0,1630.0,1530.0,1565.0,14948300.0,23833720070.0,4.68
521,120240,대정화금,17934.0,16.44,1.15,1256.0,1.45,300.0,20800.0,21400.0,20750.0,21050.0,28941.0,609426550.0,0.48
522,003310,대주산업,1530.0,20.2,1.29,98.0,1.77,35.0,2255.0,2255.0,2190.0,2220.0,202903.0,449723365.0,-2.2
523,114920,대주이엔티,,,,,,,2125.0,2125.0,2125.0,2125.0,1.0,2125.0,-0.47
524,078600,대주전자재료,5529.0,272.5,17.0,345.0,0.05,50.0,119000.0,119500.0,113800.0,115400.0,516402.0,59995102200.0,-1.11
525,012800,대창,2086.0,22.77,0.93,85.0,0.0,0.0,1950.0,1960.0,1925.0,1935.0,872344.0,1691333035.0,-1.28
526,015230,대창단조,13119.0,8.5,0.65,1004.0,2.11,180.0,7810.0,7930.0,7730.0,7760.0,35659.0,277381440.0,-1.15
527,096350,대창솔루션,261.0,0.0,1.9,0.0,0.0,0.0,509.0,516.0,503.0,514.0,815949.0,415616104.0,0.98
528,140520,대창스틸,4252.0,0.0,0.84,0.0,2.81,100.0,3515.0,3515.0,3350.0,3375.0,207565.0,706790890.0,-3.98
529,131220,대한과학,3920.0,42.12,2.46,229.0,0.62,60.0,8400.0,8480.0,8300.0,8330.0,27839.0,233689630.0,-1.3
530,010170,대한광통신,2069.0,0.0,1.17,0.0,0.0,0.0,2560.0,2715.0,2560.0,2685.0,650597.0,1741219065.0,4.27
531,060900,대한그린파워,211.0,0.0,4.25,0.0,0.0,0.0,1060.0,1110.0,1040.0,1055.0,1171267.0,1245672550.0,-3.65
532,054670,대한뉴팜,3980.0,0.0,2.7,0.0,0.0,0.0,11800.0,12000.0,11550.0,11850.0,111960.0,1319318550.0,1.28
533,001070,대한방직,25717.0,64.7,1.88,746.0,0.0,0.0,46400.0,46750.0,46400.0,46400.0,2863.0,132988350.0,0.0
534,023910,대한약품,30321.0,9.86,0.94,2897.0,1.4,400.0,29950.0,29950.0,29550.0,29750.0,5770.0,171491600.0,-0.17
535,006650,대한유화,291403.0,8.91,0.63,20603.0,1.63,3000.0,178000.0,181500.0,177500.0,179500.0,22642.0,4076839500.0,0.56
536,001440,대한전선,402.0,571.5,4.27,3.0,0.0,0.0,1900.0,1915.0,1870.0,1895.0,4931689.0,9329535535.0,-0.52
537,084010,대한제강,20068.0,7.55,0.84,2232.0,1.78,300.0,15950.0,16350.0,15900.0,16250.0,160440.0,2595346400.0,1.56
538,001790,대한제당,4974.0,10.72,0.57,263.0,6.38,180.0,3285.0,3325.0,3265.0,3310.0,183093.0,606244030.0,0.0
539,001795,대한제당우,0.0,0.0,0.0,0.0,6.31,185.0,3245.0,3385.0,3210.0,3250.0,22954.0,74855455.0,0.15
540,001130,대한제분,461663.0,12.49,0.34,12494.0,1.28,2000.0,155000.0,155500.0,152000.0,153500.0,5500.0,843343500.0,-0.97
541,003490,대한항공,14181.0,0.0,2.04,0.0,0.0,0.0,29250.0,29650.0,29200.0,29650.0,1209570.0,35706720150.0,0.85
542,003495,대한항공우,0.0,0.0,0.0,0.0,0.0,0.0,38850.0,40000.0,38750.0,39400.0,8118.0,319098150.0,1.03
543,005880,대한해운,2946.0,72.5,0.84,34.0,0.0,0.0,2570.0,2620.0,2570.0,2600.0,803482.0,2086559470.0,0.39
544,003830,대한화섬,457234.0,9.01,0.28,14424.0,0.32,410.0,134000.0,136000.0,134000.0,135000.0,107.0,14490500.0,0.0
545,016090,대현,4597.0,10.56,0.47,204.0,1.86,40.0,2345.0,2360.0,2305.0,2330.0,368233.0,856138005.0,-1.06
546,069460,대호에이엘,1010.0,149.6,3.55,24.0,0.0,0.0,3635.0,3750.0,3600.0,3610.0,126367.0,462115190.0,-0.69
547,021040,대호특수강,660.0,0.0,1.25,0.0,0.0,0.0,775.0,775.0,751.0,758.0,487314.0,370390530.0,-2.07
548,021045,대호특수강우,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,1515.0,1475.0,1495.0,2622.0,3887140.0,-0.33
549,067080,대화제약,4415.0,0.0,2.05,0.0,1.66,150.0,9200.0,9430.0,9200.0,9320.0,21868.0,203731980.0,0.11
550,298540,더네이쳐홀딩스,11321.0,10.05,2.69,3035.0,1.31,400.0,34350.0,34750.0,33700.0,34300.0,89291.0,3056978500.0,-1.01
551,192080,더블유게임즈,36923.0,8.17,1.47,6634.0,0.65,350.0,66300.0,66300.0,63300.0,64200.0,391756.0,25157565900.0,-2.73
552,299170,더블유에스아이,851.0,0.0,3.06,0.0,0.0,0.0,2580.0,2600.0,2520.0,2570.0,19052.0,49101360.0,-0.19
553,012510,더존비즈온,12507.0,34.75,5.09,1830.0,0.71,450.0,77600.0,79100.0,77100.0,78900.0,83239.0,6522790100.0,2.87
554,302920,더콘텐츠온,,,,,,,8200.0,8600.0,8100.0,8600.0,1645.0,13930170.0,5.26
555,213420,덕산네오룩스,8028.0,37.28,6.45,1389.0,0.0,0.0,65000.0,67500.0,64400.0,65000.0,596592.0,39324332900.0,1.25
556,317330,덕산테코피아,8556.0,41.44,3.37,695.0,0.0,0.0,31700.0,39600.0,31500.0,35350.0,4915572.0,175480173150.0,12.94
557,077360,덕산하이메탈,9563.0,26.8,2.14,765.0,0.0,0.0,14100.0,15750.0,13950.0,15600.0,1670180.0,25344829450.0,13.87
558,004830,덕성,3880.0,66.56,3.98,232.0,0.29,45.0,16700.0,17100.0,16400.0,17000.0,512493.0,8614164350.0,0.59
559,004835,덕성우,0.0,0.0,0.0,0.0,0.3,50.0,19700.0,20300.0,19450.0,19950.0,21360.0,423777850.0,0.0
560,090410,덕신하우징,1559.0,0.0,1.55,0.0,0.0,0.0,2485.0,2505.0,2350.0,2405.0,1305929.0,3152956300.0,-3.99
561,024900,덕양산업,1362.0,0.0,2.77,0.0,0.0,0.0,3535.0,3605.0,3430.0,3435.0,286792.0,995782700.0,-3.78
562,263600,덕우전자,6065.0,15.94,1.68,640.0,1.37,140.0,7020.0,7300.0,7020.0,7300.0,115140.0,829168050.0,3.99
563,194480,데브시스터즈,9149.0,0.0,9.63,0.0,0.0,0.0,144000.0,145600.0,127300.0,130600.0,845131.0,113205651000.0,-6.71
564,348840,데이드림엔터,,,,,,,0.0,0.0,0.0,10400.0,0.0,0.0,0.0
565,263800,데이타솔루션,1666.0,214.4,4.12,32.0,0.0,0.0,5850.0,5920.0,5750.0,5750.0,103363.0,602117080.0,-3.2
566,199150,데이터스트림즈,,,,,,,14800.0,15850.0,14800.0,15000.0,89.0,1327850.0,0.67
567,206560,덱스터,2258.0,0.0,10.89,0.0,0.0,0.0,45450.0,46900.0,42200.0,43450.0,4068307.0,180694496400.0,-8.72
568,261200,덴티스,1819.0,0.0,5.53,0.0,0.0,0.0,9280.0,9450.0,9230.0,9370.0,48677.0,454921640.0,1.08
569,145720,덴티움,20715.0,23.19,2.93,2614.0,0.33,200.0,59500.0,60600.0,59500.0,59500.0,34491.0,2065545300.0,-0.34
570,227420,도부마스크,,,,,,,2400.0,2400.0,2200.0,2300.0,3453.0,7814495.0,-4.17
571,067990,도이치모터스,9594.0,14.18,0.77,524.0,3.36,250.0,7370.0,7410.0,7260.0,7310.0,192347.0,1409532520.0,-1.22
572,002150,도화엔지니어링,7617.0,14.67,1.03,535.0,3.57,280.0,7770.0,7840.0,7730.0,7760.0,24419.0,190469400.0,0.78
573,006620,동구바이오제약,3335.0,23.62,2.32,328.0,1.29,100.0,7760.0,7860.0,7760.0,7820.0,69531.0,542353460.0,-0.13
574,100130,동국S&C,4553.0,100.2,1.39,63.0,1.58,100.0,5190.0,5270.0,5170.0,5230.0,173412.0,904888860.0,0.38
575,005160,동국산업,7079.0,27.28,0.49,127.0,3.75,130.0,3700.0,3705.0,3675.0,3700.0,57037.0,210642390.0,0.0
576,075970,동국알앤에스,4148.0,25.03,1.04,173.0,1.85,80.0,4840.0,4865.0,4650.0,4690.0,249512.0,1175810300.0,-1.88
577,001230,동국제강,21305.0,25.0,0.82,700.0,1.14,200.0,16050.0,16500.0,16000.0,16150.0,487649.0,7895493100.0,0.0
578,086450,동국제약,9095.0,17.23,2.41,1273.0,0.82,180.0,20550.0,20950.0,20450.0,20900.0,91449.0,1893795100.0,0.97
579,023450,동남합성,13579.0,22.98,4.68,2763.0,15.59,9900.0,63200.0,64100.0,63200.0,64000.0,1130.0,72066700.0,-0.16
580,004140,동방,2763.0,10.47,1.38,363.0,0.0,0.0,3855.0,3890.0,3810.0,3815.0,438350.0,1682978210.0,-1.04
581,099410,동방선기,2049.0,0.0,1.89,0.0,0.0,0.0,2795.0,2840.0,2720.0,2730.0,40226.0,110964685.0,-1.27
582,007590,동방아그로,10372.0,12.37,0.68,569.0,5.26,370.0,7300.0,7330.0,7220.0,7300.0,8784.0,63780070.0,0.27
583,005960,동부건설,20042.0,7.29,0.72,1974.0,6.25,900.0,14150.0,14300.0,13950.0,14200.0,78185.0,1105863600.0,0.0
584,005965,동부건설우,0.0,0.0,0.0,0.0,2.59,950.0,32200.0,32950.0,32200.0,32700.0,2713.0,88084100.0,-3.11
585,026960,동서,13861.0,25.05,2.14,1186.0,2.36,700.0,34550.0,37000.0,34550.0,36200.0,343605.0,12386015500.0,6.0
586,002210,동성제약,2105.0,0.0,3.98,0.0,0.0,0.0,8330.0,8400.0,8180.0,8200.0,80100.0,659331610.0,-1.56
587,102260,동성케미컬,6288.0,31.7,0.77,152.0,5.19,250.0,5160.0,5220.0,5160.0,5180.0,38832.0,201354740.0,0.0
588,033500,동성화인텍,3993.0,14.23,2.88,808.0,3.04,350.0,11100.0,11200.0,10950.0,11000.0,111057.0,1224132300.0,-0.45
589,025950,동신건설,10157.0,0.0,3.58,0.0,0.41,150.0,31200.0,31750.0,30400.0,30500.0,42146.0,1305363700.0,-3.48
590,000640,동아쏘시오홀딩스,144380.0,4.19,0.78,26725.0,0.89,1000.0,104000.0,105500.0,102500.0,105500.0,9429.0,985333000.0,1.93
591,170900,동아에스티,76043.0,21.7,0.92,3212.0,1.43,1000.0,71200.0,72800.0,71200.0,72200.0,11293.0,814430900.0,0.84
592,088130,동아엘텍,15934.0,10.82,0.64,943.0,1.47,150.0,11050.0,11200.0,10800.0,11050.0,96759.0,1063398950.0,-0.45
593,028100,동아지질,16656.0,100.8,1.1,181.0,0.41,75.0,17150.0,17150.0,16850.0,16850.0,34043.0,577493450.0,-1.75
594,282690,동아타이어,26714.0,12.31,0.45,971.0,6.69,800.0,13050.0,13200.0,12950.0,13000.0,21840.0,283357050.0,-0.38
595,041930,동아화성,6721.0,68.25,1.73,170.0,1.03,120.0,13900.0,14150.0,13800.0,14050.0,156130.0,2192792800.0,1.81
596,001520,동양,3285.0,0.0,0.43,0.0,2.85,40.0,1600.0,1640.0,1600.0,1615.0,1688861.0,2732664820.0,0.0
597,001527,동양2우B,0.0,0.0,0.0,0.0,0.98,150.0,14100.0,14300.0,14100.0,14300.0,449.0,6355400.0,-0.35
598,001529,동양3우B,0.0,0.0,0.0,0.0,0.55,150.0,32950.0,33100.0,32000.0,32750.0,1740.0,56571350.0,-1.06
599,084670,동양고속,36836.0,0.0,0.47,0.0,2.89,500.0,19950.0,20250.0,19750.0,20050.0,2642.0,52793600.0,0.5
600,082640,동양생명,19165.0,7.93,0.34,825.0,3.36,220.0,6740.0,6960.0,6710.0,6890.0,218489.0,1501526710.0,2.53
601,060380,동양에스텍,2828.0,13.57,1.32,276.0,2.67,100.0,3560.0,3700.0,3540.0,3670.0,111770.0,406580265.0,3.38
602,001525,동양우,0.0,0.0,0.0,0.0,1.14,90.0,7690.0,7690.0,7620.0,7620.0,1091.0,8037030.0,-1.04
603,079960,동양이엔피,30463.0,5.84,0.59,3084.0,2.22,400.0,18650.0,19650.0,18550.0,19450.0,121437.0,2353316200.0,4.57
604,008970,동양철관,736.0,20.84,1.67,59.0,0.0,0.0,1300.0,1315.0,1285.0,1300.0,880767.0,1142036010.0,-0.38
605,228340,동양파일,5782.0,0.0,0.84,0.0,0.0,0.0,4065.0,4180.0,4040.0,4125.0,29379.0,120209240.0,1.48
606,092780,동양피스톤,7084.0,0.0,0.9,0.0,0.94,60.0,6700.0,7020.0,6700.0,6870.0,107531.0,741844450.0,0.59
607,088910,동우팜투테이블,7263.0,0.0,0.44,0.0,0.0,0.0,3195.0,3210.0,3155.0,3210.0,88547.0,282122515.0,0.31
608,094170,동운아나텍,1740.0,181.4,5.32,51.0,0.22,20.0,7920.0,8500.0,7720.0,8030.0,3201700.0,26111359300.0,1.39
609,049770,동원F&B,193553.0,9.43,0.98,20194.0,1.84,3500.0,197500.0,198000.0,194000.0,196000.0,3143.0,614563500.0,-0.51
610,013120,동원개발,9919.0,3.41,0.55,1590.0,3.41,185.0,5010.0,5230.0,5000.0,5140.0,158148.0,810865420.0,2.19
611,018500,동원금속,684.0,0.0,1.41,0.0,0.0,0.0,933.0,953.0,925.0,953.0,124374.0,116737902.0,2.14
612,006040,동원산업,340108.0,3.19,0.66,70124.0,2.23,5000.0,215500.0,220000.0,215000.0,218000.0,2513.0,546446500.0,0.46
613,030720,동원수산,10314.0,0.0,0.94,0.0,0.0,0.0,9970.0,10200.0,9800.0,9950.0,41673.0,415181050.0,-0.2
614,014820,동원시스템즈,18717.0,27.36,2.93,2003.0,1.09,600.0,57200.0,63400.0,55100.0,58000.0,541536.0,32051904400.0,6.23
615,014825,동원시스템즈우,0.0,0.0,0.0,0.0,1.9,650.0,33550.0,34800.0,33000.0,33750.0,1117.0,38045600.0,1.5
616,163560,동일고무벨트,14392.0,14.1,0.51,524.0,1.35,100.0,8130.0,8130.0,7850.0,7970.0,16585.0,131475190.0,-0.75
617,109860,동일금속,14150.0,17.84,1.0,796.0,2.11,300.0,13800.0,14000.0,13800.0,14000.0,8810.0,122029700.0,1.08
618,032960,동일기연,14574.0,59.75,0.97,236.0,0.32,45.0,14400.0,14700.0,13950.0,14150.0,86934.0,1242861950.0,0.0
619,004890,동일산업,148639.0,40.53,1.01,3700.0,1.2,1800.0,141000.0,142500.0,140000.0,141000.0,3151.0,442789000.0,-0.35
620,002690,동일제강,7926.0,169.1,0.38,18.0,0.0,0.0,3010.0,3010.0,2710.0,2795.0,702996.0,1983175795.0,-8.06
621,023790,동일철강,3934.0,0.0,1.18,0.0,0.0,0.0,4325.0,4350.0,4220.0,4320.0,172623.0,741697430.0,-1.14
622,005290,동진쎄미켐,8437.0,24.52,4.82,1658.0,0.25,100.0,38500.0,39800.0,37800.0,39100.0,1315050.0,51325290350.0,0.77
623,025900,동화기업,27492.0,64.25,3.05,1306.0,0.0,0.0,110400.0,113300.0,107900.0,108700.0,180475.0,19876730600.0,-2.07
624,000020,동화약품,11860.0,13.41,1.17,1033.0,1.3,180.0,14000.0,14050.0,13700.0,13800.0,299479.0,4136594600.0,-1.78
625,000150,두산,77507.0,0.0,1.45,0.0,1.78,2000.0,141000.0,144000.0,131000.0,133000.0,172581.0,23181138500.0,-6.67
626,000157,두산2우B,0.0,0.0,0.0,0.0,2.04,2000.0,121500.0,122000.0,116000.0,117500.0,2955.0,347586500.0,-2.89
627,241560,두산밥캣,40637.0,16.5,1.0,2466.0,0.0,0.0,39450.0,39850.0,38600.0,38800.0,311264.0,12117649950.0,-2.76
628,000155,두산우,0.0,0.0,0.0,0.0,2.52,2050.0,84600.0,85700.0,81500.0,82000.0,8019.0,661821700.0,-3.07
629,034020,두산중공업,8215.0,0.0,2.45,0.0,0.0,0.0,24050.0,24450.0,23200.0,24050.0,10971093.0,261871170450.0,-1.64
630,336260,두산퓨얼셀,6262.0,202.5,6.56,203.0,0.0,0.0,51000.0,52800.0,50900.0,52100.0,594826.0,30865671400.0,1.96
631,33626K,두산퓨얼셀1우,0.0,0.0,0.0,0.0,0.0,0.0,15200.0,15450.0,15200.0,15300.0,15492.0,237842200.0,0.66
632,33626L,두산퓨얼셀2우B,0.0,0.0,0.0,0.0,0.0,0.0,18850.0,19200.0,18850.0,19050.0,3321.0,63112000.0,1.06
633,016740,두올,5419.0,24.9,0.75,163.0,1.97,80.0,4035.0,4190.0,4035.0,4105.0,243490.0,1007301905.0,1.23
634,073190,듀오백,2342.0,41.75,1.18,66.0,0.0,0.0,2830.0,2910.0,2795.0,2850.0,74523.0,212465695.0,0.71
635,176750,듀켐바이오,,,,,,,7500.0,7600.0,7350.0,7440.0,8087.0,60210020.0,-0.8
636,030350,드래곤플라이,319.0,0.0,10.22,0.0,0.0,0.0,3770.0,3935.0,3550.0,3555.0,7651674.0,28261622560.0,-6.69
637,203650,드림시큐리티,1356.0,42.62,3.11,99.0,0.0,0.0,4625.0,4645.0,4515.0,4600.0,517974.0,2366606860.0,-0.43
638,223250,드림씨아이에스,6551.0,12.78,1.91,978.0,0.0,0.0,10600.0,11650.0,10350.0,11200.0,79309.0,876446500.0,5.66
639,060570,드림어스컴퍼니,1685.0,0.0,3.44,0.0,0.0,0.0,5130.0,5220.0,5030.0,5180.0,98476.0,504983560.0,0.19
640,192650,드림텍,4045.0,32.5,2.78,346.0,0.89,100.0,10700.0,11100.0,10600.0,11000.0,388419.0,4216252200.0,3.29
641,217620,디딤,141.0,0.0,8.44,0.0,0.0,0.0,1650.0,1650.0,1460.0,1515.0,646984.0,974890035.0,-6.19
642,187870,디바이스이엔지,14043.0,6.42,2.01,4399.0,2.12,600.0,27800.0,29350.0,27800.0,29200.0,39691.0,1147099200.0,4.29
643,066670,디스플레이텍,8103.0,36.97,1.04,228.0,0.95,80.0,7870.0,8210.0,7870.0,8040.0,315845.0,2553660040.0,1.9
644,024090,디씨엠,16153.0,9.95,1.33,2166.0,2.32,500.0,27200.0,27950.0,26650.0,27500.0,96876.0,2643728600.0,2.8
645,003160,디아이,4122.0,46.7,2.3,203.0,1.05,100.0,8230.0,8570.0,8160.0,8430.0,390175.0,3288451920.0,2.55
646,092200,디아이씨,917.0,0.0,6.39,0.0,0.0,0.0,4405.0,4580.0,4390.0,4425.0,203547.0,903824610.0,0.68
647,110990,디아이티,8970.0,122.4,1.1,81.0,0.0,0.0,10150.0,10450.0,10150.0,10300.0,60809.0,625628850.0,2.49
648,263690,디알젬,4638.0,6.13,2.36,1786.0,1.83,200.0,12250.0,12350.0,12150.0,12250.0,33491.0,409703800.0,0.41
649,214680,디알텍,639.0,0.0,2.64,0.0,0.0,0.0,1560.0,1600.0,1530.0,1585.0,467073.0,735976180.0,1.6
650,377190,디앤디플랫폼리츠,,,,,,,5400.0,5420.0,5370.0,5370.0,99075.0,533648690.0,-0.92
651,263720,디앤씨미디어,4239.0,42.7,8.96,890.0,0.0,0.0,44150.0,45400.0,41750.0,42000.0,100111.0,4308011900.0,-4.11
652,376300,디어유,0.0,0.0,0.0,0.0,0.0,0.0,90300.0,91200.0,86300.0,89400.0,716963.0,63304972200.0,-3.35
653,109740,디에스케이,4728.0,0.0,1.6,0.0,0.0,0.0,7840.0,8130.0,7840.0,8080.0,32782.0,263063130.0,3.86
654,131030,디에이치피코리아,7177.0,7.84,0.98,893.0,1.43,100.0,7100.0,7130.0,7030.0,7060.0,18285.0,129202180.0,-0.56
655,196490,디에이테크놀로지,4264.0,0.0,2.02,0.0,0.0,0.0,8020.0,8120.0,7870.0,8000.0,939093.0,7485828380.0,-1.11
656,066900,디에이피,4604.0,15.62,0.96,282.0,0.0,0.0,3980.0,4140.0,3940.0,4135.0,110827.0,450142065.0,4.42
657,127120,디엔에이링크,2361.0,0.0,1.58,0.0,0.0,0.0,3415.0,3440.0,3255.0,3300.0,52362.0,174019865.0,-4.35
658,092070,디엔에프,10501.0,14.91,2.04,1435.0,0.93,200.0,20550.0,21300.0,20150.0,21250.0,109912.0,2288322100.0,3.41
659,039840,디오,10330.0,46.12,3.39,759.0,0.0,0.0,35050.0,36650.0,34300.0,36150.0,79795.0,2866527400.0,3.88
660,013570,디와이,12760.0,0.0,0.56,0.0,1.39,100.0,5890.0,6470.0,5840.0,6090.0,1747772.0,10786885770.0,3.4
661,219550,디와이디,1327.0,0.0,2.15,0.0,0.0,0.0,4175.0,4195.0,4055.0,4190.0,17302.0,71560785.0,0.36
662,310870,디와이씨,0.0,0.0,0.0,0.0,0.0,0.0,3685.0,3685.0,3455.0,3495.0,134561.0,474447550.0,1.01
663,210540,디와이파워,17122.0,5.86,0.79,2303.0,1.63,220.0,12650.0,12800.0,12500.0,12800.0,58018.0,735039300.0,0.79
664,104460,디와이피엔에프,8513.0,16.61,5.3,2716.0,0.93,420.0,40750.0,42500.0,39500.0,42000.0,117534.0,4834259100.0,4.35
665,079810,디이엔티,1675.0,0.0,4.15,0.0,0.0,0.0,4160.0,4550.0,4050.0,4440.0,161647.0,703887800.0,5.59
666,113810,디젠스,398.0,0.0,2.24,0.0,0.0,0.0,907.0,909.0,882.0,909.0,327969.0,294160710.0,0.0
667,043360,디지아이,5143.0,43.97,0.66,77.0,0.0,0.0,3240.0,3260.0,3160.0,3235.0,23761.0,76404580.0,-0.15
668,197140,디지캡,4425.0,30.16,1.06,156.0,0.64,30.0,10000.0,10800.0,9860.0,10100.0,303208.0,3096119930.0,1.0
669,106520,디지탈옵틱,1105.0,0.0,2.9,0.0,0.0,0.0,3970.0,4040.0,3905.0,3975.0,31460.0,125054945.0,0.13
670,068930,디지털대성,3790.0,19.17,2.25,445.0,3.52,300.0,9240.0,9240.0,9070.0,9120.0,86502.0,787562580.0,-0.33
671,033130,디지틀조선,2118.0,59.9,1.39,49.0,0.68,20.0,3250.0,3250.0,3050.0,3120.0,242452.0,763609405.0,-3.26
672,105740,디케이락,10814.0,0.0,0.99,0.0,1.4,150.0,11200.0,11450.0,11050.0,11350.0,38788.0,434678100.0,-0.44
673,263020,디케이앤디,3442.0,19.66,1.34,234.0,0.0,0.0,12700.0,15000.0,12450.0,14050.0,2286331.0,31980464200.0,9.34
674,290550,디케이티,4088.0,23.78,3.83,658.0,0.0,0.0,13900.0,14500.0,13800.0,13900.0,502940.0,7140150750.0,0.36
675,007340,디티알오토모티브,62666.0,15.4,1.31,5317.0,2.44,2000.0,63100.0,65400.0,63100.0,64700.0,21994.0,1413706800.0,0.47
676,187220,디티앤씨,7124.0,0.0,0.95,0.0,0.0,0.0,6540.0,6590.0,6330.0,6590.0,33211.0,216136040.0,1.54
677,163430,디피코,,,,,,,6180.0,6500.0,5960.0,6090.0,4651.0,28373850.0,3.92
678,131180,딜리,1884.0,0.0,1.23,0.0,1.73,40.0,2060.0,2065.0,2020.0,2020.0,144937.0,295267160.0,-1.46
679,315640,딥노이드,0.0,0.0,0.0,0.0,0.0,0.0,43550.0,47650.0,42800.0,46350.0,698790.0,31680274000.0,3.58
680,317120,라닉스,1790.0,0.0,5.7,0.0,0.0,0.0,7650.0,9550.0,7520.0,9550.0,1193323.0,11144317030.0,29.93
681,042510,라온시큐어,836.0,0.0,4.78,0.0,0.0,0.0,4630.0,4655.0,4505.0,4655.0,608740.0,2785319515.0,0.54
682,232680,라온테크,1029.0,188.0,35.62,195.0,0.0,0.0,29950.0,31400.0,29700.0,31050.0,25407.0,778647150.0,3.33
683,300120,라온피플,5470.0,0.0,3.14,0.0,0.58,100.0,18550.0,19700.0,18300.0,18900.0,261559.0,5006970500.0,3.28
684,171120,라이온켐텍,5894.0,20.28,1.47,427.0,2.31,200.0,8570.0,8700.0,8520.0,8640.0,12198.0,104968780.0,0.0
685,069540,라이트론,2235.0,0.0,2.02,0.0,0.0,0.0,4035.0,4200.0,4025.0,4150.0,107934.0,440304620.0,3.11
686,285770,라이프사이언스테크놀로지,,,,,,,1800.0,1800.0,1740.0,1740.0,196.0,341100.0,3.26
687,347700,라이프시맨틱스,250.0,0.0,39.72,0.0,0.0,0.0,9290.0,9550.0,9060.0,9450.0,69135.0,644511040.0,2.49
688,214260,라파스,5248.0,0.0,7.14,0.0,0.0,0.0,45050.0,52500.0,45050.0,50900.0,324627.0,15883454900.0,14.38
689,115390,락앤락,12548.0,52.28,0.91,219.0,0.0,0.0,10400.0,10550.0,10200.0,10200.0,578631.0,5964978000.0,-1.45
690,200350,래몽래인,4753.0,26.55,3.99,714.0,0.0,0.0,29000.0,29700.0,27500.0,27600.0,14774.0,423718150.0,-4.5
691,171010,램테크놀러지,2935.0,45.56,2.9,187.0,0.0,0.0,6660.0,6980.0,6660.0,6840.0,333374.0,2291547510.0,2.86
692,084650,랩지노믹스,7122.0,6.03,3.3,3896.0,0.0,0.0,23600.0,24000.0,23450.0,23650.0,186152.0,4411151200.0,-0.21
693,217500,러셀,1307.0,69.06,3.49,66.0,0.55,25.0,3840.0,3965.0,3800.0,3945.0,292305.0,1135836890.0,1.54
694,092590,럭스피아,,,,,,,4240.0,4695.0,4050.0,4675.0,2259.0,9551330.0,4.12
695,141080,레고켐바이오,4651.0,0.0,10.97,0.0,0.0,0.0,49850.0,51000.0,48450.0,48650.0,418846.0,20727519700.0,-3.85
696,060300,레드로버,817.0,31.55,2.24,58.0,0.0,0.0,0.0,0.0,0.0,1830.0,0.0,0.0,0.0
697,038390,레드캡투어,19629.0,15.27,1.06,1369.0,2.87,600.0,21000.0,21450.0,20850.0,21300.0,10033.0,212141250.0,1.67
698,294140,레몬,1744.0,14.51,3.06,368.0,0.0,0.0,5260.0,5530.0,5260.0,5450.0,136752.0,741568980.0,3.02
699,228670,레이,4907.0,44.2,5.35,594.0,0.0,0.0,27350.0,28600.0,27150.0,28150.0,67602.0,1893956750.0,3.87
